estado,cidade,tarifa_energia,irradiação_mensal,tamanho_sistema_kWp,consumo_mensal_kWh,custo_total_R$,geracao_estimativa_kWh,economia_mensal_R$,tipo_telhado,classe_consumo,possui_incentivo,ano_instalacao,payback_meses
PE,Olinda,0.87,5.3,2.7,380.2,11557.4,343.4,298.79,plano,rural,não,2021,38.7
RS,Santa Cruz do Sul,0.95,4.3,6.7,727.4,29086.31,691.4,656.87,inclinado,rural,não,2020,44.3
RJ,Petrópolis,1.1,4.8,5.3,778.9,26435.03,610.6,671.62,plano,residencial,não,2022,39.4
RS,Santa Cruz do Sul,0.95,4.3,2.1,408.6,8846.39,216.7,205.88,inclinado,rural,não,2023,43.0
MG,Contagem,0.9,5.0,7.1,775.2,34936.89,852.0,697.68,plano,residencial,não,2022,50.1
MG,Belo Horizonte,0.9,5.0,5.3,369.4,24148.52,636.0,332.46,plano,rural,sim,2022,72.6
PE,Petrolina,0.87,5.3,3.1,738.6,14724.06,394.3,343.06,inclinado,rural,sim,2020,42.9
DF,Taguatinga,0.92,5.0,9.8,949.2,42202.28,1176.0,873.26,plano,rural,não,2022,48.3
SC,Blumenau,0.83,4.4,5.6,668.2,24139.16,591.4,490.83,plano,rural,não,2020,49.2
PE,Petrolina,0.87,5.3,8.6,673.1,42806.43,1093.9,585.6,plano,rural,sim,2022,73.1
DF,Planaltina,0.92,5.0,4.3,600.1,21489.23,516.0,474.72,plano,residencial,sim,2023,45.3
PE,Caruaru,0.87,5.3,2.7,443.2,12646.7,343.4,298.79,plano,residencial,não,2022,42.3
RS,Santa Cruz do Sul,0.95,4.3,8.5,740.7,39708.61,877.2,703.66,inclinado,residencial,não,2019,56.4
MG,Montes Claros,0.9,5.0,2.9,346.4,12520.34,348.0,311.76,inclinado,rural,sim,2020,40.2
PE,Recife,0.87,5.3,4.2,804.3,19761.89,534.2,464.79,plano,residencial,sim,2022,42.5
BA,Vitória da Conquista,0.88,5.2,4.5,837.0,19764.54,561.6,494.21,plano,rural,não,2021,40.0
SC,Criciúma,0.83,4.4,6.2,403.7,28717.68,654.7,335.07,inclinado,rural,não,2019,85.7
DF,Ceilândia,0.92,5.0,3.0,901.7,13558.32,360.0,331.2,inclinado,rural,não,2020,40.9
BA,Vitória da Conquista,0.88,5.2,8.3,268.7,37765.99,1035.8,236.46,plano,rural,sim,2020,159.7
MG,Betim,0.9,5.0,3.0,333.9,14659.44,360.0,300.51,plano,rural,não,2022,48.8
GO,Aparecida de Goiânia,0.86,5.1,8.2,898.9,36189.1,1003.7,773.05,plano,residencial,sim,2022,46.8
MG,Belo Horizonte,0.9,5.0,6.6,979.8,29741.22,792.0,712.8,plano,residencial,sim,2020,41.7
DF,Ceilândia,0.92,5.0,9.0,686.5,41771.23,1080.0,631.58,plano,residencial,sim,2020,66.1
CE,Sobral,0.89,5.5,5.4,398.4,26637.2,712.8,354.58,plano,rural,não,2019,75.1
DF,Planaltina,0.92,5.0,6.1,630.4,29631.16,732.0,579.97,plano,residencial,não,2022,51.1
PE,Olinda,0.87,5.3,10.0,758.8,48630.71,1272.0,660.16,inclinado,residencial,não,2022,73.7
MG,Betim,0.9,5.0,2.2,487.1,10762.29,264.0,237.6,plano,rural,não,2020,45.3
SP,São José dos Campos,0.85,4.5,3.6,519.9,16658.65,388.8,330.48,inclinado,residencial,sim,2021,50.4
CE,Fortaleza,0.89,5.5,8.0,421.5,38860.92,1056.0,375.13,inclinado,residencial,sim,2020,103.6
MG,Contagem,0.9,5.0,9.3,704.0,39660.95,1116.0,633.6,inclinado,residencial,sim,2022,62.6
RJ,Nova Friburgo,1.1,4.8,7.7,631.6,34227.78,887.0,694.76,plano,residencial,não,2021,49.3
BA,Salvador,0.88,5.2,5.9,756.9,27004.54,736.3,647.96,inclinado,rural,sim,2023,41.7
RS,Porto Alegre,0.95,4.3,9.5,785.9,41146.2,980.4,746.6,inclinado,rural,não,2019,55.1
SP,Santos,0.85,4.5,8.0,879.3,37999.07,864.0,734.4,plano,residencial,sim,2023,51.7
DF,Samambaia,0.92,5.0,6.8,675.1,29291.41,816.0,621.09,inclinado,residencial,não,2023,47.2
SC,Florianópolis,0.83,4.4,3.4,831.7,16503.24,359.0,298.0,plano,residencial,sim,2021,55.4
CE,Caucaia,0.89,5.5,5.6,855.3,25719.54,739.2,657.89,plano,residencial,sim,2020,39.1
MG,Juiz de Fora,0.9,5.0,4.6,503.6,20625.99,552.0,453.24,inclinado,residencial,não,2019,45.5
SC,Florianópolis,0.83,4.4,7.2,954.6,34070.8,760.3,631.07,inclinado,residencial,não,2020,54.0
DF,Brasília,0.92,5.0,2.3,952.8,10531.24,276.0,253.92,plano,residencial,sim,2023,41.5
MG,Juiz de Fora,0.9,5.0,7.5,421.0,35129.24,900.0,378.9,plano,rural,não,2021,92.7
PE,Recife,0.87,5.3,8.2,454.7,38257.16,1043.0,395.59,inclinado,residencial,sim,2020,96.7
RS,Porto Alegre,0.95,4.3,5.5,711.5,27423.29,567.6,539.22,plano,residencial,não,2020,50.9
BA,Vitória da Conquista,0.88,5.2,8.5,574.3,36174.77,1060.8,505.38,inclinado,residencial,não,2020,71.6
RJ,Rio de Janeiro,1.1,4.8,4.7,738.6,23164.39,541.4,595.58,inclinado,rural,não,2022,38.9
BA,Juazeiro,0.88,5.2,9.5,880.8,42122.21,1185.6,775.1,inclinado,rural,sim,2023,54.3
MG,Montes Claros,0.9,5.0,3.8,509.5,16535.76,456.0,410.4,plano,rural,não,2019,40.3
GO,Aparecida de Goiânia,0.86,5.1,6.3,397.9,28059.75,771.1,342.19,inclinado,rural,sim,2022,82.0
SC,Chapecó,0.83,4.4,4.3,717.5,19771.04,454.1,376.89,inclinado,residencial,sim,2019,52.5
MG,Juiz de Fora,0.9,5.0,8.0,847.7,38437.34,960.0,762.93,inclinado,rural,sim,2020,50.4
PE,Petrolina,0.87,5.3,6.4,639.4,30365.36,814.1,556.28,inclinado,rural,não,2023,54.6
GO,Rio Verde,0.86,5.1,2.4,488.8,11926.56,293.8,252.63,inclinado,rural,sim,2021,47.2
PE,Recife,0.87,5.3,6.7,483.1,30904.01,852.2,420.3,plano,residencial,sim,2019,73.5
SP,Campinas,0.85,4.5,6.2,900.5,29650.0,669.6,569.16,inclinado,rural,não,2020,52.1
SC,Florianópolis,0.83,4.4,2.6,743.0,12236.49,274.6,227.88,plano,rural,não,2021,53.7
CE,Maracanaú,0.89,5.5,6.3,520.6,30097.56,831.6,463.33,inclinado,residencial,não,2020,65.0
RJ,Niterói,1.1,4.8,5.3,376.1,23336.77,610.6,413.71,plano,residencial,sim,2020,56.4
PE,Olinda,0.87,5.3,3.4,491.3,15462.59,432.5,376.26,inclinado,rural,sim,2021,41.1
SP,São Paulo,0.85,4.5,3.0,522.3,13926.97,324.0,275.4,inclinado,residencial,sim,2022,50.6
MG,Uberlândia,0.9,5.0,4.6,745.1,19917.19,552.0,496.8,plano,residencial,não,2022,40.1
RS,Porto Alegre,0.95,4.3,7.1,589.7,32195.5,732.7,560.22,plano,rural,sim,2020,57.5
PE,Jaboatão dos Guararapes,0.87,5.3,9.3,759.1,45335.31,1183.0,660.42,plano,rural,não,2019,68.6
BA,Feira de Santana,0.88,5.2,3.5,902.2,15594.1,436.8,384.38,plano,rural,sim,2023,40.6
CE,Caucaia,0.89,5.5,3.0,385.9,13216.17,396.0,343.45,plano,rural,sim,2020,38.5
SP,Campinas,0.85,4.5,6.2,761.5,29974.89,669.6,569.16,inclinado,residencial,não,2021,52.7
CE,Caucaia,0.89,5.5,9.9,690.9,48360.03,1306.8,614.9,inclinado,rural,não,2020,78.6
PE,Olinda,0.87,5.3,9.4,887.8,45362.15,1195.7,772.39,inclinado,rural,sim,2019,58.7
RJ,Campos dos Goytacazes,1.1,4.8,7.7,504.9,32500.79,887.0,555.39,plano,residencial,sim,2021,58.5
RS,Novo Hamburgo,0.95,4.3,7.3,755.7,34787.84,753.4,715.69,inclinado,rural,não,2021,48.6
RS,Caxias do Sul,0.95,4.3,2.7,368.7,12739.81,278.6,264.71,inclinado,rural,não,2019,48.1
DF,Brasília,0.92,5.0,8.3,990.0,36546.24,996.0,910.8,plano,residencial,sim,2022,40.1
BA,Vitória da Conquista,0.88,5.2,9.2,875.1,44781.98,1148.2,770.09,plano,residencial,não,2020,58.2
BA,Salvador,0.88,5.2,8.6,337.5,37575.77,1073.3,297.0,inclinado,rural,não,2022,126.5
GO,Catalão,0.86,5.1,9.3,875.8,42513.69,1138.3,753.19,inclinado,residencial,sim,2019,56.4
RS,Novo Hamburgo,0.95,4.3,8.6,830.6,42895.94,887.5,789.07,plano,residencial,sim,2023,54.4
RJ,Nova Friburgo,1.1,4.8,6.0,846.9,27286.87,691.2,760.32,plano,residencial,não,2021,35.9
DF,Ceilândia,0.92,5.0,4.3,990.6,19622.18,516.0,474.72,inclinado,rural,não,2021,41.3
SC,Blumenau,0.83,4.4,8.4,833.3,40805.84,887.0,691.64,plano,residencial,sim,2023,59.0
BA,Salvador,0.88,5.2,5.6,865.6,27391.67,698.9,615.01,plano,residencial,não,2019,44.5
RS,Santa Cruz do Sul,0.95,4.3,5.5,724.1,26707.64,567.6,539.22,plano,rural,não,2019,49.5
SC,Chapecó,0.83,4.4,7.3,926.1,31835.56,770.9,639.83,inclinado,residencial,não,2019,49.8
CE,Juazeiro do Norte,0.89,5.5,3.7,337.2,18028.08,488.4,300.11,inclinado,rural,sim,2022,60.1
GO,Anápolis,0.86,5.1,3.1,490.7,13150.7,379.4,326.32,plano,rural,não,2019,40.3
MG,Montes Claros,0.9,5.0,3.7,681.2,16838.22,444.0,399.6,plano,residencial,não,2019,42.1
PE,Jaboatão dos Guararapes,0.87,5.3,3.4,588.7,15106.33,432.5,376.26,plano,rural,sim,2021,40.1
GO,Anápolis,0.86,5.1,6.7,303.8,31888.26,820.1,261.27,plano,rural,sim,2022,122.1
PE,Recife,0.87,5.3,3.1,951.8,14617.21,394.3,343.06,plano,rural,não,2020,42.6
DF,Samambaia,0.92,5.0,7.8,686.6,33548.57,936.0,631.67,plano,residencial,sim,2019,53.1
PE,Petrolina,0.87,5.3,2.2,707.3,10601.47,279.8,243.46,inclinado,rural,sim,2020,43.5
DF,Taguatinga,0.92,5.0,7.6,631.5,33261.4,912.0,580.98,inclinado,rural,não,2021,57.3
PE,Olinda,0.87,5.3,2.1,536.6,9605.68,267.1,232.39,plano,residencial,não,2022,41.3
DF,Taguatinga,0.92,5.0,2.8,734.3,13490.62,336.0,309.12,plano,residencial,não,2021,43.6
PE,Caruaru,0.87,5.3,6.4,808.8,27917.03,814.1,703.66,inclinado,rural,não,2023,39.7
CE,Fortaleza,0.89,5.5,8.5,463.7,38644.7,1122.0,412.69,plano,residencial,sim,2023,93.6
MG,Contagem,0.9,5.0,5.6,648.8,26158.56,672.0,583.92,plano,rural,sim,2019,44.8
RS,Santa Cruz do Sul,0.95,4.3,9.2,739.4,44712.19,949.4,702.43,inclinado,residencial,não,2023,63.7
DF,Planaltina,0.92,5.0,7.5,796.1,34527.02,900.0,732.41,plano,residencial,sim,2020,47.1
BA,Ilhéus,0.88,5.2,9.7,641.8,42552.62,1210.6,564.78,inclinado,residencial,não,2021,75.3
RS,Pelotas,0.95,4.3,4.4,700.0,18836.46,454.1,431.38,inclinado,residencial,sim,2021,43.7
BA,Camaçari,0.88,5.2,5.2,939.6,21983.79,649.0,571.08,inclinado,rural,não,2021,38.5
CE,Maracanaú,0.89,5.5,6.0,704.6,26391.26,792.0,627.09,inclinado,residencial,não,2022,42.1
RJ,Niterói,1.1,4.8,3.4,451.1,15596.29,391.7,430.85,inclinado,residencial,não,2021,36.2
RJ,Nova Friburgo,1.1,4.8,5.9,637.5,26823.97,679.7,701.25,plano,rural,não,2020,38.3
PE,Caruaru,0.87,5.3,9.5,690.8,46921.52,1208.4,601.0,plano,residencial,sim,2022,78.1
SC,Florianópolis,0.83,4.4,7.3,847.7,35800.09,770.9,639.83,inclinado,residencial,sim,2020,56.0
SP,São Paulo,0.85,4.5,5.4,960.5,26470.7,583.2,495.72,inclinado,rural,sim,2021,53.4
RS,Santa Maria,0.95,4.3,4.5,951.3,21384.25,464.4,441.18,inclinado,rural,sim,2020,48.5
MG,Uberlândia,0.9,5.0,5.1,409.1,21922.66,612.0,368.19,inclinado,residencial,sim,2023,59.5
CE,Caucaia,0.89,5.5,4.3,466.4,20093.23,567.6,415.1,inclinado,residencial,não,2023,48.4
RS,Porto Alegre,0.95,4.3,9.2,437.5,43941.98,949.4,415.62,inclinado,rural,sim,2023,105.7
RS,Santa Cruz do Sul,0.95,4.3,4.3,387.3,19304.49,443.8,367.94,inclinado,residencial,não,2020,52.5
SP,Ribeirão Preto,0.85,4.5,7.6,704.6,37779.75,820.8,598.91,plano,residencial,sim,2021,63.1
SP,São Paulo,0.85,4.5,5.9,748.7,28118.03,637.2,541.62,inclinado,residencial,sim,2023,51.9
SC,Blumenau,0.83,4.4,4.8,957.4,21092.32,506.9,420.71,inclinado,residencial,sim,2023,50.1
SC,Chapecó,0.83,4.4,9.4,628.8,42518.49,992.6,521.9,inclinado,rural,não,2019,81.5
DF,Planaltina,0.92,5.0,3.3,752.5,14595.91,396.0,364.32,inclinado,residencial,não,2019,40.1
DF,Taguatinga,0.92,5.0,2.6,800.2,11706.8,312.0,287.04,plano,residencial,não,2019,40.8
SP,São José dos Campos,0.85,4.5,5.5,790.8,27064.57,594.0,504.9,plano,residencial,não,2021,53.6
SP,Ribeirão Preto,0.85,4.5,8.7,693.3,38880.71,939.6,589.3,plano,residencial,não,2019,66.0
DF,Taguatinga,0.92,5.0,5.9,468.6,27184.13,708.0,431.11,inclinado,rural,não,2019,63.1
RS,Santa Maria,0.95,4.3,7.0,612.3,33965.94,722.4,581.68,inclinado,rural,não,2019,58.4
GO,Goiânia,0.86,5.1,8.5,940.8,37226.65,1040.4,809.09,plano,residencial,não,2020,46.0
CE,Juazeiro do Norte,0.89,5.5,8.5,855.3,40614.88,1122.0,761.22,plano,rural,não,2021,53.4
GO,Anápolis,0.86,5.1,2.0,272.6,9622.52,244.8,210.53,plano,rural,não,2023,45.7
PE,Caruaru,0.87,5.3,4.4,920.3,19029.06,559.7,486.92,plano,residencial,não,2021,39.1
PE,Jaboatão dos Guararapes,0.87,5.3,4.9,660.6,22394.67,623.3,542.25,plano,rural,não,2022,41.3
PE,Olinda,0.87,5.3,2.3,730.4,11102.76,292.6,254.53,inclinado,residencial,sim,2019,43.6
MG,Montes Claros,0.9,5.0,9.1,802.9,44995.52,1092.0,722.61,inclinado,residencial,sim,2021,62.3
RS,Porto Alegre,0.95,4.3,4.8,640.6,22487.8,495.4,470.59,plano,residencial,sim,2019,47.8
DF,Brasília,0.92,5.0,4.5,717.6,20140.09,540.0,496.8,plano,rural,não,2022,40.5
SC,Joinville,0.83,4.4,6.3,617.3,27090.42,665.3,512.36,inclinado,residencial,não,2022,52.9
SP,Sorocaba,0.85,4.5,7.2,303.6,30737.28,777.6,258.06,plano,rural,sim,2021,119.1
RJ,Rio de Janeiro,1.1,4.8,9.7,472.7,43909.82,1117.4,519.97,inclinado,rural,não,2020,84.4
SC,Blumenau,0.83,4.4,5.3,310.7,23775.36,559.7,257.88,inclinado,rural,sim,2020,92.2
DF,Taguatinga,0.92,5.0,6.1,682.5,27232.38,732.0,627.9,inclinado,rural,sim,2021,43.4
RS,Santa Maria,0.95,4.3,6.0,315.5,28275.41,619.2,299.72,inclinado,rural,sim,2020,94.3
PE,Recife,0.87,5.3,9.9,842.9,49163.22,1259.3,733.32,inclinado,residencial,sim,2022,67.0
RJ,Niterói,1.1,4.8,8.5,261.4,37993.72,979.2,287.54,inclinado,rural,sim,2023,132.1
MG,Uberlândia,0.9,5.0,6.8,557.9,31267.21,816.0,502.11,plano,residencial,não,2023,62.3
SP,Ribeirão Preto,0.85,4.5,6.8,363.9,33786.85,734.4,309.31,inclinado,rural,sim,2021,109.2
RS,Pelotas,0.95,4.3,2.6,361.8,12032.52,268.3,254.9,plano,rural,não,2020,47.2
GO,Goiânia,0.86,5.1,8.0,601.7,39159.44,979.2,517.46,plano,rural,não,2020,75.7
SP,Santos,0.85,4.5,2.6,373.3,11953.65,280.8,238.68,inclinado,rural,não,2020,50.1
RS,Novo Hamburgo,0.95,4.3,4.7,883.9,22187.52,485.0,460.79,plano,residencial,sim,2020,48.2
RJ,Petrópolis,1.1,4.8,7.6,970.7,32453.82,875.5,963.07,inclinado,rural,sim,2023,33.7
MG,Contagem,0.9,5.0,7.4,743.1,33305.85,888.0,668.79,plano,rural,não,2020,49.8
DF,Brasília,0.92,5.0,7.5,689.6,33720.94,900.0,634.43,inclinado,rural,sim,2022,53.2
BA,Ilhéus,0.88,5.2,3.6,721.4,16836.85,449.3,395.37,plano,residencial,não,2020,42.6
RS,Novo Hamburgo,0.95,4.3,3.8,376.9,16713.12,392.2,358.05,inclinado,rural,não,2023,46.7
SP,São Paulo,0.85,4.5,3.5,396.7,17313.08,378.0,321.3,inclinado,rural,sim,2022,53.9
GO,Anápolis,0.86,5.1,5.0,281.9,24482.97,612.0,242.43,plano,rural,sim,2021,101.0
RJ,Nova Friburgo,1.1,4.8,2.3,839.4,10405.01,265.0,291.46,inclinado,rural,não,2019,35.7
RS,Novo Hamburgo,0.95,4.3,4.1,595.2,17313.69,423.1,401.96,inclinado,residencial,não,2019,43.1
RS,Novo Hamburgo,0.95,4.3,7.8,426.8,34024.16,805.0,405.46,inclinado,residencial,não,2019,83.9
BA,Ilhéus,0.88,5.2,2.7,281.7,12691.71,337.0,247.9,plano,residencial,sim,2023,51.2
PE,Petrolina,0.87,5.3,2.9,790.7,13681.64,368.9,320.93,plano,rural,não,2021,42.6
SC,Criciúma,0.83,4.4,8.0,634.9,38058.83,844.8,526.97,inclinado,residencial,não,2023,72.2
PE,Jaboatão dos Guararapes,0.87,5.3,9.5,994.5,47405.9,1208.4,865.22,plano,rural,sim,2020,54.8
RS,Pelotas,0.95,4.3,2.7,449.4,11741.35,278.6,264.71,plano,residencial,sim,2020,44.4
BA,Ilhéus,0.88,5.2,9.0,657.3,39167.91,1123.2,578.42,inclinado,residencial,não,2023,67.7
PE,Olinda,0.87,5.3,2.8,486.6,13324.1,356.2,309.86,inclinado,residencial,sim,2019,43.0
RS,Caxias do Sul,0.95,4.3,3.8,712.7,17204.52,392.2,372.55,inclinado,residencial,sim,2019,46.2
RJ,Niterói,1.1,4.8,7.2,858.3,32260.36,829.4,912.38,inclinado,rural,sim,2019,35.4
DF,Planaltina,0.92,5.0,3.4,788.4,15581.1,408.0,375.36,plano,rural,sim,2020,41.5
CE,Juazeiro do Norte,0.89,5.5,2.4,558.3,11281.89,316.8,281.95,inclinado,rural,não,2023,40.0
RS,Novo Hamburgo,0.95,4.3,9.3,920.2,46342.12,959.8,874.19,plano,rural,não,2019,53.0
GO,Aparecida de Goiânia,0.86,5.1,8.4,696.5,40677.11,1028.2,598.99,plano,residencial,sim,2020,67.9
PE,Recife,0.87,5.3,8.7,970.0,41169.69,1106.6,843.9,inclinado,rural,não,2022,48.8
DF,Taguatinga,0.92,5.0,6.5,825.2,29745.85,780.0,717.6,plano,residencial,sim,2019,41.5
RS,Porto Alegre,0.95,4.3,4.5,406.6,21047.05,464.4,386.27,inclinado,rural,sim,2023,54.5
SP,Ribeirão Preto,0.85,4.5,5.4,673.3,26733.93,583.2,495.72,inclinado,rural,sim,2021,53.9
PE,Jaboatão dos Guararapes,0.87,5.3,9.9,812.7,43464.57,1259.3,707.05,plano,residencial,sim,2020,61.5
CE,Maracanaú,0.89,5.5,8.7,320.5,42635.16,1148.4,285.25,inclinado,rural,não,2022,149.5
PE,Jaboatão dos Guararapes,0.87,5.3,9.4,530.0,43708.06,1195.7,461.1,plano,rural,não,2021,94.8
CE,Fortaleza,0.89,5.5,9.1,480.7,41335.74,1201.2,427.82,plano,rural,não,2023,96.6
RS,Santa Cruz do Sul,0.95,4.3,5.6,582.4,27245.65,577.9,549.02,plano,rural,sim,2020,49.6
CE,Sobral,0.89,5.5,9.5,979.4,41800.33,1254.0,871.67,plano,rural,sim,2021,48.0
MG,Belo Horizonte,0.9,5.0,9.5,756.0,44851.37,1140.0,680.4,plano,residencial,não,2022,65.9
CE,Sobral,0.89,5.5,8.1,732.3,39871.86,1069.2,651.75,inclinado,residencial,sim,2023,61.2
GO,Anápolis,0.86,5.1,7.0,645.8,30691.64,856.8,555.39,inclinado,residencial,não,2023,55.3
RS,Novo Hamburgo,0.95,4.3,7.4,487.8,35649.24,763.7,463.41,inclinado,rural,não,2019,76.9
PE,Caruaru,0.87,5.3,3.4,569.5,14760.45,432.5,376.26,inclinado,residencial,sim,2019,39.2
GO,Catalão,0.86,5.1,9.8,252.4,47133.06,1199.5,217.06,plano,residencial,não,2023,217.1
MG,Uberlândia,0.9,5.0,3.7,567.1,15904.07,444.0,399.6,plano,residencial,não,2021,39.8
CE,Juazeiro do Norte,0.89,5.5,5.9,735.9,27124.88,778.8,654.95,inclinado,residencial,não,2022,41.4
MG,Belo Horizonte,0.9,5.0,7.0,432.1,31168.38,840.0,388.89,plano,residencial,não,2021,80.1
BA,Camaçari,0.88,5.2,6.2,902.0,26464.84,773.8,680.91,inclinado,rural,não,2022,38.9
DF,Samambaia,0.92,5.0,4.0,740.8,19907.71,480.0,441.6,inclinado,residencial,sim,2020,45.1
DF,Taguatinga,0.92,5.0,8.0,669.3,39638.39,960.0,615.76,inclinado,rural,não,2019,64.4
SC,Florianópolis,0.83,4.4,2.5,861.7,10817.19,264.0,219.12,plano,residencial,sim,2019,49.4
BA,Vitória da Conquista,0.88,5.2,3.7,998.9,17489.3,461.8,406.35,inclinado,residencial,sim,2023,43.0
DF,Planaltina,0.92,5.0,5.3,276.5,25118.71,636.0,254.38,plano,rural,sim,2019,98.7
MG,Montes Claros,0.9,5.0,4.8,571.9,21046.34,576.0,514.71,plano,residencial,sim,2022,40.9
PE,Olinda,0.87,5.3,3.7,540.8,18486.49,470.6,409.46,plano,residencial,sim,2019,45.1
DF,Brasília,0.92,5.0,4.0,462.7,17088.4,480.0,425.68,inclinado,residencial,sim,2023,40.1
RS,Porto Alegre,0.95,4.3,9.3,576.9,44516.34,959.8,548.05,plano,residencial,sim,2019,81.2
PE,Caruaru,0.87,5.3,2.8,838.8,12680.13,356.2,309.86,plano,rural,sim,2019,40.9
MG,Uberlândia,0.9,5.0,8.9,743.9,41662.73,1068.0,669.51,inclinado,rural,sim,2021,62.2
BA,Juazeiro,0.88,5.2,9.7,689.2,46019.03,1210.6,606.5,inclinado,rural,sim,2023,75.9
BA,Camaçari,0.88,5.2,6.0,289.5,28893.3,748.8,254.76,inclinado,residencial,sim,2022,113.4
SP,Santos,0.85,4.5,9.0,724.4,42041.47,972.0,615.74,inclinado,rural,sim,2021,68.3
CE,Sobral,0.89,5.5,5.9,456.9,25299.33,778.8,406.64,inclinado,residencial,sim,2023,62.2
PE,Petrolina,0.87,5.3,8.6,402.1,42443.48,1093.9,349.83,plano,rural,sim,2023,121.3
SP,Sorocaba,0.85,4.5,3.6,697.5,17732.08,388.8,330.48,inclinado,residencial,não,2023,53.7
BA,Camaçari,0.88,5.2,7.6,526.0,32248.32,948.5,462.88,inclinado,residencial,não,2019,69.7
PE,Jaboatão dos Guararapes,0.87,5.3,7.7,379.4,34242.42,979.4,330.08,plano,residencial,não,2022,103.7
RJ,Volta Redonda,1.1,4.8,8.5,484.1,39266.28,979.2,532.51,plano,rural,sim,2023,73.7
BA,Vitória da Conquista,0.88,5.2,5.6,660.7,25167.06,698.9,581.42,plano,residencial,não,2021,43.3
MG,Montes Claros,0.9,5.0,6.8,465.5,31072.51,816.0,418.95,plano,residencial,sim,2020,74.2
SP,Ribeirão Preto,0.85,4.5,3.3,809.2,13975.54,356.4,302.94,plano,rural,não,2020,46.1
GO,Anápolis,0.86,5.1,9.0,691.8,40418.31,1101.6,594.95,plano,residencial,não,2021,67.9
PE,Jaboatão dos Guararapes,0.87,5.3,4.7,682.6,22005.26,597.8,520.12,inclinado,residencial,sim,2022,42.3
DF,Planaltina,0.92,5.0,3.4,342.5,16515.91,408.0,315.1,inclinado,rural,sim,2022,52.4
GO,Rio Verde,0.86,5.1,8.4,523.8,38624.59,1028.2,450.47,inclinado,residencial,não,2019,85.7
RS,Caxias do Sul,0.95,4.3,9.5,279.3,46083.82,980.4,265.33,plano,residencial,sim,2020,173.7
CE,Fortaleza,0.89,5.5,7.4,387.9,33004.77,976.8,345.23,plano,residencial,não,2021,95.6
GO,Anápolis,0.86,5.1,8.3,871.2,35890.33,1015.9,749.23,inclinado,rural,sim,2020,47.9
BA,Vitória da Conquista,0.88,5.2,5.8,932.1,27111.52,723.8,636.98,plano,rural,não,2021,42.6
BA,Vitória da Conquista,0.88,5.2,7.7,439.6,34389.92,961.0,386.85,inclinado,residencial,sim,2023,88.9
CE,Caucaia,0.89,5.5,8.1,979.5,36319.82,1069.2,871.75,inclinado,rural,não,2020,41.7
BA,Vitória da Conquista,0.88,5.2,2.1,813.8,9988.26,262.1,230.63,inclinado,rural,não,2020,43.3
GO,Aparecida de Goiânia,0.86,5.1,4.9,877.7,22898.03,599.8,515.79,inclinado,rural,sim,2020,44.4
PE,Jaboatão dos Guararapes,0.87,5.3,7.4,367.9,33318.28,941.3,320.07,plano,rural,não,2021,104.1
DF,Planaltina,0.92,5.0,4.7,348.0,22311.63,564.0,320.16,plano,rural,sim,2022,69.7
CE,Juazeiro do Norte,0.89,5.5,2.6,370.6,11794.85,343.2,305.45,inclinado,rural,não,2021,38.6
MG,Contagem,0.9,5.0,7.0,797.1,30992.07,840.0,717.39,inclinado,rural,sim,2020,43.2
SP,Campinas,0.85,4.5,8.2,508.8,36672.4,885.6,432.48,plano,rural,não,2023,84.8
PE,Olinda,0.87,5.3,7.5,426.5,34974.06,954.0,371.06,plano,residencial,sim,2020,94.3
BA,Juazeiro,0.88,5.2,4.4,262.3,21868.29,549.1,230.82,plano,rural,sim,2022,94.7
SP,Campinas,0.85,4.5,4.9,641.1,23833.46,529.2,449.82,plano,residencial,não,2023,53.0
SP,Campinas,0.85,4.5,3.2,455.7,13964.36,345.6,293.76,plano,rural,sim,2019,47.5
SP,Santos,0.85,4.5,6.2,584.5,30209.56,669.6,496.82,inclinado,rural,sim,2019,60.8
PE,Jaboatão dos Guararapes,0.87,5.3,9.4,441.8,40118.69,1195.7,384.37,plano,residencial,sim,2023,104.4
CE,Juazeiro do Norte,0.89,5.5,3.4,482.4,14435.54,448.8,399.43,plano,residencial,sim,2023,36.1
CE,Fortaleza,0.89,5.5,3.9,489.6,18178.31,514.8,435.74,inclinado,residencial,sim,2021,41.7
BA,Juazeiro,0.88,5.2,4.9,495.4,21028.67,611.5,435.95,plano,residencial,sim,2021,48.2
PE,Caruaru,0.87,5.3,7.4,711.7,31627.32,941.3,619.18,inclinado,residencial,sim,2020,51.1
RJ,Rio de Janeiro,1.1,4.8,8.8,310.6,38395.93,1013.8,341.66,plano,rural,não,2022,112.4
DF,Taguatinga,0.92,5.0,6.3,836.7,27592.44,756.0,695.52,inclinado,rural,sim,2023,39.7
RJ,Nova Friburgo,1.1,4.8,8.7,731.8,38937.35,1002.2,804.98,inclinado,residencial,sim,2022,48.4
DF,Ceilândia,0.92,5.0,7.8,261.7,37807.91,936.0,240.76,inclinado,rural,não,2023,157.0
PE,Recife,0.87,5.3,8.2,671.2,37446.34,1043.0,583.94,inclinado,rural,sim,2023,64.1
GO,Rio Verde,0.86,5.1,5.7,450.9,27643.5,697.7,387.77,inclinado,rural,sim,2019,71.3
DF,Ceilândia,0.92,5.0,4.4,251.4,20863.38,528.0,231.29,inclinado,rural,sim,2019,90.2
